2022-11-15 22:04:07,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
2022-11-15 22:04:10,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,40.84.185.67,166
2022-11-15 22:04:10,3C-06-A7-8A-9C-E4,40.84.185.67,C0-B5-D7-7A-9F-29,192.168.1.101,40
2022-11-15 22:04:11,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
2022-11-15 22:04:12,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,78
2022-11-15 22:05:24,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,67
2022-11-15 22:05:24,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,75
2022-11-15 22:05:25,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,667
2022-11-15 22:05:25,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 22:05:25,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,78
2022-11-15 22:05:25,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,78
2022-11-15 22:05:25,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,52
2022-11-15 22:05:27,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,371
2022-11-15 22:05:27,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 22:05:28,C0-B5-D7-7A-9F-29,192.168.1.101,FF-FF-FF-FF-FF-FF,192.168.1.255,78
2022-11-15 22:11:46,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
2022-11-15 22:11:49,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,75
2022-11-15 22:11:49,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,40
2022-11-15 22:11:49,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,71
2022-11-15 22:11:49,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,40
2022-11-15 22:11:49,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
2022-11-15 22:11:49,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,13.107.42.12,545
2022-11-15 22:11:49,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,13.107.42.12,291
2022-11-15 22:11:49,3C-06-A7-8A-9C-E4,13.107.42.12,C0-B5-D7-7A-9F-29,192.168.1.101,40
2022-11-15 22:11:49,3C-06-A7-8A-9C-E4,52.108.195.3,C0-B5-D7-7A-9F-29,192.168.1.101,73
2022-11-15 22:12:15,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,651
2022-11-15 22:12:15,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 22:12:15,C0-B5-D7-7A-9F-29,192.168.1.101,FF-FF-FF-FF-FF-FF,192.168.1.255,78
2022-11-15 22:12:16,C0-B5-D7-7A-9F-29,192.168.1.101,FF-FF-FF-FF-FF-FF,192.168.1.255,78
2022-11-15 22:12:19,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,75
2022-11-15 22:12:19,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,40
2022-11-15 22:12:19,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,71
2022-11-15 22:12:19,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,40
2022-11-15 22:12:19,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,14.22.9.53,420
2022-11-15 22:12:19,3C-06-A7-8A-9C-E4,14.22.9.53,C0-B5-D7-7A-9F-29,192.168.1.101,168
2022-11-15 22:12:19,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,14.22.9.53,40
2022-11-15 22:16:32,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
2022-11-15 22:16:32,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,78
2022-11-15 22:16:32,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,40
2022-11-15 22:16:35,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,241
2022-11-15 22:16:35,3C-06-A7-8A-9C-E4,104.43.200.36,C0-B5-D7-7A-9F-29,192.168.1.101,94
2022-11-15 22:16:35,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,1480
2022-11-15 22:16:35,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,1480
2022-11-15 22:16:35,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,1480
2022-11-15 22:16:35,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,1480
2022-11-15 22:16:35,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,1480
2022-11-15 22:16:35,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,1480
2022-11-15 22:17:37,3C-06-A7-8A-9C-E4,52.108.195.3,C0-B5-D7-7A-9F-29,192.168.1.101,73
2022-11-15 22:17:37,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,52.108.195.3,40
2022-11-15 22:17:38,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
2022-11-15 22:17:38,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,240
2022-11-15 22:17:38,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,403
2022-11-15 22:17:38,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 22:17:39,3C-06-A7-8A-9C-E4,104.43.200.36,C0-B5-D7-7A-9F-29,192.168.1.101,94
2022-11-15 22:17:39,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,1480
2022-11-15 22:17:39,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,1480
2022-11-15 22:17:39,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,104.43.200.36,397
2022-11-15 22:17:39,3C-06-A7-8A-9C-E4,104.43.200.36,C0-B5-D7-7A-9F-29,192.168.1.101,40
2022-11-15 22:18:25,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,323
2022-11-15 22:18:25,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 22:18:25,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,363
2022-11-15 22:18:25,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 22:18:25,3C-06-A7-8A-9C-E4,52.108.195.3,C0-B5-D7-7A-9F-29,192.168.1.101,73
2022-11-15 22:18:25,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,52.108.195.3,40
2022-11-15 22:18:25,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,67
2022-11-15 22:18:25,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,75
2022-11-15 22:18:25,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,563
2022-11-15 22:18:25,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 22:18:26,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
