2022-11-15 21:40:57,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,363
2022-11-15 21:40:57,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 21:40:57,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,347
2022-11-15 21:40:57,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 21:40:59,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
2022-11-15 21:40:59,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,355
2022-11-15 21:40:59,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 21:40:59,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,74
2022-11-15 21:40:59,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,40
2022-11-15 21:41:01,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,78
2022-11-15 21:43:22,3C-06-A7-8A-9C-E4,40.79.170.242,C0-B5-D7-7A-9F-29,192.168.1.101,1480
2022-11-15 21:43:22,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,40.79.170.242,52
2022-11-15 21:43:22,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,40.79.170.242,198
2022-11-15 21:43:22,3C-06-A7-8A-9C-E4,40.79.170.242,C0-B5-D7-7A-9F-29,192.168.1.101,91
2022-11-15 21:43:22,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,40.79.170.242,265
2022-11-15 21:43:22,3C-06-A7-8A-9C-E4,40.79.170.242,C0-B5-D7-7A-9F-29,192.168.1.101,94
2022-11-15 21:43:22,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,40.79.170.242,1179
2022-11-15 21:43:23,3C-06-A7-8A-9C-E4,40.79.170.242,C0-B5-D7-7A-9F-29,192.168.1.101,636
2022-11-15 21:43:23,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,40.79.170.242,40
2022-11-15 21:43:23,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,67
2022-11-15 21:43:50,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,555
2022-11-15 21:43:50,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 21:43:50,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,74
2022-11-15 21:43:50,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,40
2022-11-15 21:43:50,C0-B5-D7-7A-9F-29,192.168.1.101,01-00-5E-7F-FF-FA,239.255.255.250,165
2022-11-15 21:43:50,3C-06-A7-8A-9C-E4,192.168.1.1,C0-B5-D7-7A-9F-29,192.168.1.101,372
2022-11-15 21:43:51,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,355
2022-11-15 21:43:51,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,222.94.109.159,83
2022-11-15 21:43:53,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
2022-11-15 21:43:53,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,78
2022-11-15 22:04:06,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,74
2022-11-15 22:04:06,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,40
2022-11-15 22:04:07,3C-06-A7-8A-9C-E4,222.94.109.159,C0-B5-D7-7A-9F-29,192.168.1.101,115
2022-11-15 22:04:07,C0-B5-D7-7A-9F-29,192.168.1.101,3C-06-A7-8A-9C-E4,20.195.65.204,78
2022-11-15 22:04:07,3C-06-A7-8A-9C-E4,20.195.65.204,C0-B5-D7-7A-9F-29,192.168.1.101,40
